"","V1","V2"
"4853",102,NA
"4854",13,21
"4855",102,NA
"4856",93,NA
"4857",95,NA
"4858",97,NA
"4859",97,NA
"4860",95,NA
"4861",95,NA
"4862",5,14
"4863",96,NA
"4864",97,NA
"4865",56,64
"4866",98,NA
"4867",103,NA
"4868",98,NA
"4869",92,NA
"4870",96,NA
"4871",89,95
"4872",95,NA
"4873",97,NA
"4874",99,NA
"4875",95,NA
"4876",98,NA
"4877",95,NA
"4878",95,NA
"4879",96,NA
"4880",82,89
"4881",92,NA
"4882",99,NA
"4883",98,NA
"4884",NA,11
"4885",98,NA
"4886",34,48
"4887",97,NA
"4888",97,NA
"4889",103,NA
"4890",92,NA
"4891",93,NA
"4892",102,NA
"4893",92,NA
"4894",98,NA
"4895",11,18
"4896",13,19
"4897",99,NA
"4898",96,NA
"4899",12,19
"4900",78,88
"4901",98,NA
"4902",92,NA
"4903",92,NA
"4904",96,NA
"4905",95,NA
"4906",97,NA
"4907",99,NA
"4908",92,NA
"4909",99,NA
"4910",95,NA
"4911",99,NA
"4912",95,NA
"4913",33,41
"4914",96,NA
"4915",100,NA
"4916",95,NA
"4917",88,NA
"4918",96,NA
"4919",NA,6
"4920",102,NA
"4921",92,NA
"4922",97,NA
"4923",97,NA
"4924",98,NA
"4925",98,NA
"4926",96,NA
"4927",98,NA
"4928",97,NA
"4929",96,NA
"4930",99,NA
"4931",92,NA
"4932",92,NA
"4933",96,NA
"4934",97,NA
"4935",96,NA
"4936",96,NA
"4937",98,NA
"4938",64,69
"4939",95,NA
"4940",99,NA
"4941",95,NA
"4942",92,NA
"4943",99,NA
"4944",97,NA
"4945",95,NA
"4946",67,69
"4947",96,NA
"4948",92,NA
"4949",13,18
"4950",93,NA
"4951",99,NA
"4952",97,NA
"4953",92,NA
"4954",99,NA
"4955",98,NA
"4956",103,NA
"4957",81,88
"4958",95,NA
"4959",97,NA
"4960",99,NA
"4961",97,NA
"4962",95,NA
"4963",95,NA
"4964",4,12
"4965",102,NA
"4966",97,NA
"4967",95,NA
"4968",99,NA
"4969",93,NA
"4970",93,NA
"4971",96,NA
"4972",20,26
"4973",99,NA
"4974",97,NA
"4975",96,NA
"4976",92,NA
"4977",96,NA
"4978",103,NA
"4979",96,NA
"4980",92,NA
"4981",92,NA
"4982",96,NA
"4983",97,NA
"4984",96,NA
"4985",96,NA
"4986",89,96
"4987",92,NA
"4988",97,NA
"4989",11,18
"4990",96,NA
"4991",92,NA
"4992",92,NA
"4993",92,NA
"4994",95,NA
"4995",99,NA
"4996",96,NA
"4997",103,NA
"4998",92,NA
"4999",21,27
"5000",102,NA
"5001",96,NA
"5002",95,NA
"5003",102,NA
"5004",20,26
"5005",92,NA
"5006",84,NA
"5007",92,NA
"5008",98,NA
"5009",99,NA
"5010",92,NA
"5011",97,NA
"5012",103,NA
"5013",103,NA
"5014",98,NA
"5015",95,NA
"5016",NA,8
"5017",92,NA
"5018",95,NA
"5019",99,NA
"5020",89,99
"5021",97,NA
"5022",103,NA
"5023",99,NA
"5024",96,NA
"5025",99,NA
"5026",99,NA
"5027",99,NA
"5028",92,NA
"5029",95,NA
"5030",96,NA
"5031",92,NA
"5032",77,88
"5033",98,NA
"5034",98,NA
"5035",95,NA
"5036",103,NA
"5037",95,NA
"5038",99,NA
"5039",92,NA
"5040",102,NA
"5041",75,78
"5042",98,NA
"5043",46,50
"5044",96,NA
"5045",97,NA
"5046",97,NA
"5047",95,NA
"5048",95,NA
"5049",13,18
"5050",93,NA
"5051",98,NA
"5052",92,NA
"5053",97,NA
"5054",103,NA
"5055",92,NA
"5056",95,NA
"5057",98,NA
"5058",95,NA
"5059",98,NA
"5060",41,57
"5061",76,NA
"5062",92,NA
"5063",99,NA
"5064",96,NA
"5065",92,NA
"5066",99,NA
"5067",97,NA
"5068",95,NA
"5069",9,15
"5070",97,NA
"5071",96,NA
"5072",98,NA
"5073",99,NA
"5074",92,NA
"5075",92,NA
"5076",99,NA
"5077",13,18
"5078",96,NA
"5079",98,NA
"5080",98,NA
"5081",98,NA
"5082",95,NA
"5083",92,NA
"5084",96,NA
"5085",102,NA
"5086",102,NA
"5087",85,96
"5088",95,NA
"5089",97,NA
"5090",95,NA
"5091",92,NA
"5092",95,NA
"5093",102,NA
"5094",100,NA
"5095",95,NA
"5096",95,NA
"5097",98,NA
"5098",95,NA
"5099",98,NA
"5100",91,96
"5101",97,NA
"5102",98,NA
"5103",NA,13
"5104",NA,1
"5105",97,NA
"5106",103,NA
"5107",95,NA
"5108",96,NA
"5109",13,20
"5110",98,NA
"5111",102,NA
"5112",96,NA
"5113",98,NA
"5114",103,NA
"5115",92,NA
"5116",95,NA
"5117",96,NA
"5118",98,NA
"5119",88,97
"5120",77,96
"5121",98,NA
"5122",98,NA
"5123",97,NA
"5124",95,NA
"5125",100,NA
"5126",11,21
"5127",98,NA
"5128",92,NA
"5129",95,NA
"5130",99,NA
"5131",98,NA
"5132",93,NA
"5133",99,NA
"5134",102,NA
"5135",103,NA
"5136",95,NA
"5137",76,88
"5138",92,NA
"5139",NA,7
"5140",102,NA
"5141",95,NA
"5142",96,NA
"5143",103,NA
"5144",99,NA
"5145",97,NA
"5146",97,NA
"5147",103,NA
"5148",99,NA
"5149",96,NA
"5150",89,95
"5151",11,18
"5152",98,NA
"5153",99,NA
"5154",98,NA
"5155",97,NA
"5156",102,NA
"5157",77,91
"5158",92,NA
"5159",93,NA
"5160",96,NA
"5161",92,NA
"5162",97,NA
"5163",93,NA
"5164",5,14
"5165",97,NA
"5166",98,NA
"5167",57,62
"5168",11,20
"5169",19,26
"5170",96,NA
"5171",102,NA
"5172",95,NA
"5173",11,20
"5174",98,NA
"5175",96,NA
"5176",11,22
"5177",96,NA
"5178",95,NA
"5179",95,NA
"5180",99,NA
"5181",97,NA
"5182",19,32
"5183",97,NA
"5184",96,NA
"5185",98,NA
"5186",99,NA
"5187",96,NA
"5188",97,NA
"5189",98,NA
"5190",97,NA
"5191",96,NA
"5192",96,NA
"5193",95,NA
"5194",103,NA
"5195",95,NA
"5196",92,NA
"5197",97,NA
"5198",96,NA
"5199",95,NA
"5200",102,NA
"5201",8,19
"5202",99,NA
"5203",96,NA
"5204",12,18
"5205",98,NA
"5206",97,NA
"5207",7,18
"5208",98,NA
"5209",97,NA
"5210",92,NA
"5211",96,NA
"5212",92,NA
"5213",97,NA
"5214",96,NA
"5215",92,NA
"5216",96,NA
"5217",NA,9
"5218",103,NA
"5219",95,NA
"5220",97,NA
"5221",76,91
"5222",98,NA
"5223",103,NA
"5224",99,NA
"5225",92,NA
"5226",102,NA
"5227",76,88
"5228",99,NA
"5229",95,NA
"5230",97,NA
"5231",96,NA
"5232",96,NA
"5233",95,NA
"5234",95,NA
"5235",98,NA
"5236",102,NA
"5237",97,NA
"5238",92,NA
"5239",96,NA
"5240",92,NA
"5241",97,NA
"5242",103,NA
"5243",91,NA
"5244",98,NA
"5245",95,NA
"5246",99,NA
"5247",8,11
"5248",99,NA
"5249",98,NA
"5250",92,NA
"5251",96,NA
"5252",95,NA
"5253",11,18
"5254",96,NA
"5255",12,28
"5256",98,NA
"5257",99,NA
"5258",102,NA
"5259",95,NA
"5260",92,NA
"5261",4,21
"5262",95,NA
"5263",98,NA
"5264",28,40
"5265",99,NA
"5266",96,NA
"5267",92,NA
"5268",92,NA
"5269",92,NA
"5270",92,NA
"5271",99,NA
"5272",92,NA
"5273",102,NA
"5274",98,NA
"5275",95,NA
"5276",96,NA
"5277",98,NA
"5278",98,NA
"5279",92,NA
"5280",99,NA
"5281",88,99
"5282",98,NA
"5283",92,NA
"5284",102,NA
"5285",102,NA
"5286",99,NA
"5287",102,NA
"5288",98,NA
"5289",98,NA
"5290",92,NA
"5291",76,92
"5292",99,NA
"5293",3,19
"5294",99,NA
"5295",92,NA
"5296",97,NA
"5297",99,NA
"5298",102,NA
"5299",77,88
"5300",99,NA
"5301",98,NA
"5302",96,NA
"5303",92,NA
"5304",93,NA
"5305",98,NA
"5306",97,NA
"5307",92,NA
"5308",97,NA
"5309",97,NA
"5310",93,NA
"5311",96,NA
"5312",92,NA
"5313",98,NA
"5314",78,91
"5315",102,NA
"5316",40,46
"5317",102,NA
"5318",96,NA
"5319",97,NA
"5320",98,NA
"5321",102,NA
"5322",95,NA
"5323",92,NA
"5324",98,NA
"5325",92,NA
"5326",95,NA
"5327",NA,9
"5328",102,NA
"5329",NA,5
"5330",98,NA
"5331",95,NA
"5332",NA,3
"5333",99,NA
"5334",NA,7
"5335",97,NA
"5336",97,NA
"5337",NA,8
"5338",96,NA
"5339",95,NA
"5340",6,11
"5341",95,NA
"5342",98,NA
"5343",97,NA
"5344",99,NA
"5345",102,NA
"5346",96,NA
"5347",98,NA
"5348",92,NA
"5349",98,NA
"5350",81,91
"5351",96,NA
"5352",98,NA
"5353",96,NA
"5354",3,14
"5355",97,NA
"5356",3,11
"5357",92,NA
"5358",96,NA
"5359",96,NA
"5360",99,NA
"5361",103,NA
"5362",103,NA
"5363",97,NA
"5364",95,NA
"5365",99,NA
"5366",8,11
"5367",83,NA
"5368",95,NA
"5369",92,NA
"5370",99,NA
"5371",99,NA
"5372",88,95
"5373",97,NA
"5374",11,21
"5375",81,NA
"5376",92,NA
"5377",99,NA
"5378",26,39
"5379",13,22
"5380",92,NA
"5381",96,NA
"5382",96,NA
"5383",95,NA
"5384",98,NA
"5385",92,NA
"5386",92,NA
"5387",95,NA
"5388",NA,7
"5389",95,NA
"5390",92,NA
"5391",92,NA
"5392",92,NA
"5393",92,NA
"5394",3,23
"5395",13,19
"5396",92,NA
"5397",96,NA
"5398",103,NA
"5399",95,NA
"5400",102,NA
"5401",89,92
"5402",74,83
"5403",98,NA
"5404",102,NA
"5405",95,NA
"5406",99,NA
"5407",92,NA
"5408",98,NA
"5409",96,NA
"5410",98,NA
"5411",95,NA
"5412",95,NA
"5413",102,NA
"5414",98,NA
"5415",95,NA
"5416",96,NA
"5417",92,NA
"5418",92,NA
"5419",97,NA
"5420",92,NA
"5421",103,NA
"5422",97,NA
"5423",102,NA
"5424",98,NA
"5425",96,NA
"5426",98,NA
"5427",77,89
"5428",85,95
"5429",92,NA
"5430",11,20
"5431",102,NA
"5432",102,NA
"5433",102,NA
"5434",99,NA
"5435",95,NA
"5436",96,NA
"5437",99,NA
"5438",NA,3
"5439",102,NA
"5440",42,56
"5441",18,32
"5442",98,NA
"5443",96,NA
"5444",96,NA
"5445",95,NA
"5446",89,NA
"5447",103,NA
"5448",53,60
"5449",95,NA
"5450",103,NA
"5451",95,NA
"5452",95,NA
"5453",NA,13
"5454",98,NA
"5455",95,NA
"5456",99,NA
"5457",95,NA
"5458",95,NA
"5459",78,88
"5460",93,NA
"5461",96,NA
"5462",97,NA
"5463",96,NA
"5464",81,91
"5465",98,NA
"5466",99,NA
"5467",95,NA
"5468",97,NA
"5469",98,NA
"5470",103,NA
"5471",NA,8
"5472",99,103
"5473",98,NA
"5474",103,NA
"5475",93,NA
"5476",95,NA
"5477",103,NA
"5478",1,13
"5479",99,NA
"5480",99,NA
"5481",100,NA
"5482",95,NA
"5483",NA,12
"5484",95,NA
"5485",98,NA
"5486",97,NA
"5487",95,NA
"5488",97,NA
"5489",99,NA
"5490",103,NA
"5491",100,NA
"5492",97,NA
"5493",92,NA
"5494",99,102
"5495",96,NA
"5496",99,NA
"5497",32,34
"5498",92,NA
"5499",97,NA
"5500",92,NA
"5501",92,NA
"5502",97,NA
"5503",95,NA
"5504",103,NA
"5505",96,NA
"5506",95,NA
"5507",12,21
"5508",95,NA
"5509",11,19
"5510",98,NA
"5511",99,NA
"5512",98,NA
"5513",102,NA
"5514",20,27
"5515",103,NA
"5516",97,NA
"5517",95,NA
"5518",96,NA
"5519",97,NA
"5520",97,NA
"5521",99,NA
"5522",96,NA
"5523",102,NA
"5524",102,NA
"5525",97,NA
"5526",97,NA
"5527",95,NA
"5528",92,NA
"5529",96,NA
"5530",96,NA
"5531",103,NA
"5532",100,NA
"5533",98,NA
"5534",100,NA
"5535",100,NA
"5536",98,NA
"5537",95,NA
"5538",NA,11
"5539",85,NA
"5540",102,NA
"5541",89,92
"5542",102,NA
"5543",92,NA
"5544",96,NA
"5545",95,NA
"5546",99,NA
"5547",97,NA
"5548",97,NA
"5549",103,NA
"5550",13,18
"5551",88,100
"5552",84,NA
"5553",98,NA
"5554",11,19
"5555",103,NA
"5556",88,98
"5557",98,NA
"5558",102,NA
"5559",99,NA
"5560",96,NA
"5561",76,88
"5562",95,NA
"5563",103,NA
"5564",97,NA
"5565",92,NA
"5566",98,NA
"5567",96,NA
"5568",99,NA
"5569",95,NA
"5570",98,NA
"5571",11,19
"5572",99,NA
"5573",99,NA
"5574",97,NA
"5575",99,NA
"5576",95,NA
"5577",98,NA
"5578",92,NA
"5579",9,14
"5580",96,NA
"5581",14,20
"5582",92,NA
"5583",97,NA
"5584",97,NA
"5585",92,NA
"5586",92,NA
"5587",93,103
"5588",99,NA
"5589",98,NA
"5590",95,NA
"5591",92,NA
"5592",97,NA
"5593",102,NA
"5594",14,26
"5595",95,NA
"5596",103,NA
"5597",2,14
"5598",99,NA
"5599",97,NA
"5600",92,NA
"5601",96,NA
"5602",97,NA
"5603",97,NA
"5604",103,NA
"5605",95,NA
"5606",98,NA
"5607",96,NA
"5608",102,NA
"5609",96,NA
"5610",86,NA
"5611",98,NA
"5612",NA,10
"5613",92,NA
"5614",97,NA
"5615",93,NA
"5616",95,NA
"5617",93,NA
"5618",102,NA
"5619",92,NA
"5620",93,NA
"5621",89,92
"5622",96,NA
"5623",99,NA
"5624",93,NA
"5625",102,NA
"5626",95,NA
"5627",96,NA
"5628",92,NA
"5629",3,13
"5630",98,NA
"5631",92,NA
"5632",9,26
"5633",12,19
"5634",92,NA
"5635",92,NA
"5636",99,NA
"5637",97,NA
"5638",97,NA
"5639",95,NA
"5640",103,NA
"5641",95,NA
"5642",96,NA
"5643",92,NA
"5644",102,NA
"5645",102,NA
"5646",92,NA
"5647",102,NA
"5648",102,NA
"5649",92,NA
"5650",97,NA
"5651",95,NA
"5652",96,NA
"5653",96,NA
"5654",96,NA
"5655",97,NA
"5656",98,NA
"5657",92,NA
"5658",92,NA
"5659",95,NA
"5660",100,NA
"5661",96,NA
"5662",NA,3
"5663",102,NA
"5664",96,NA
"5665",12,18
"5666",96,NA
"5667",91,97
"5668",4,14
"5669",74,76
"5670",97,NA
"5671",95,NA
"5672",92,NA
"5673",98,NA
"5674",95,NA
"5675",95,NA
"5676",19,27
"5677",95,NA
"5678",99,NA
"5679",95,NA
"5680",92,NA
"5681",99,NA
"5682",103,NA
"5683",96,NA
"5684",99,NA
"5685",98,NA
"5686",95,NA
"5687",96,NA
"5688",97,NA
"5689",96,NA
"5690",97,NA
"5691",102,NA
"5692",98,NA
"5693",96,NA
"5694",96,NA
"5695",95,NA
"5696",95,NA
"5697",98,NA
"5698",99,NA
"5699",92,NA
"5700",97,NA
"5701",NA,13
"5702",95,NA
"5703",92,NA
"5704",98,NA
"5705",96,NA
"5706",92,NA
"5707",NA,1
"5708",60,75
"5709",92,NA
"5710",97,NA
"5711",95,NA
"5712",97,NA
"5713",88,97
"5714",93,NA
"5715",95,NA
"5716",92,NA
"5717",102,NA
"5718",97,NA
"5719",103,NA
"5720",95,NA
"5721",95,NA
"5722",92,NA
"5723",97,NA
"5724",99,NA
"5725",95,NA
"5726",97,NA
"5727",103,NA
"5728",81,88
"5729",99,NA
"5730",14,20
"5731",92,NA
"5732",99,NA
"5733",92,NA
"5734",97,NA
"5735",95,NA
"5736",95,NA
"5737",95,NA
"5738",95,NA
"5739",83,89
"5740",93,NA
"5741",103,NA
"5742",92,NA
"5743",11,18
"5744",98,NA
"5745",83,84
"5746",93,NA
"5747",85,96
"5748",83,91
"5749",96,NA
"5750",98,NA
"5751",97,NA
"5752",92,NA
"5753",92,NA
"5754",98,NA
"5755",97,NA
"5756",98,NA
"5757",7,14
"5758",54,62
"5759",99,NA
"5760",97,NA
"5761",96,NA
"5762",95,NA
"5763",96,NA
"5764",96,NA
"5765",95,NA
"5766",99,NA
"5767",99,NA
"5768",46,54
"5769",96,NA
"5770",83,91
"5771",97,NA
"5772",100,NA
"5773",95,NA
"5774",92,NA
"5775",95,NA
"5776",97,NA
"5777",92,NA
"5778",99,NA
"5779",92,NA
"5780",97,NA
"5781",95,NA
"5782",96,NA
"5783",98,NA
"5784",92,NA
"5785",98,NA
"5786",95,NA
"5787",96,NA
"5788",95,NA
"5789",103,NA
"5790",102,NA
"5791",89,NA
"5792",14,21
"5793",98,NA
"5794",97,NA
"5795",93,NA
"5796",92,NA
"5797",96,NA
"5798",99,NA
"5799",96,NA
"5800",102,NA
"5801",95,NA
"5802",92,NA
"5803",99,NA
"5804",99,NA
"5805",6,13
"5806",97,NA
"5807",103,NA
"5808",9,13
"5809",11,19
"5810",97,NA
"5811",92,NA
"5812",95,NA
"5813",97,NA
"5814",98,NA
"5815",95,NA
"5816",96,NA
"5817",78,89
"5818",97,NA
"5819",97,NA
"5820",95,NA
"5821",96,NA
"5822",79,85
"5823",89,93
"5824",92,NA
"5825",103,NA
"5826",26,40
"5827",98,NA
"5828",102,NA
"5829",95,NA
"5830",98,NA
"5831",95,NA
"5832",92,NA
"5833",99,NA
"5834",97,NA
"5835",98,NA
"5836",70,89
"5837",97,NA
"5838",100,NA
"5839",95,NA
"5840",96,NA
"5841",92,NA
"5842",98,NA
"5843",21,26
"5844",97,NA
"5845",95,NA
"5846",84,95
"5847",99,NA
"5848",96,NA
"5849",99,NA
"5850",99,NA
"5851",97,NA
"5852",99,NA
"5853",95,NA
"5854",99,NA
"5855",96,NA
"5856",97,NA
"5857",92,NA
"5858",98,NA
"5859",82,89
"5860",83,88
"5861",99,NA
"5862",96,NA
"5863",18,32
"5864",82,84
"5865",100,NA
"5866",98,NA
"5867",98,NA
"5868",95,NA
"5869",77,NA
"5870",97,NA
"5871",99,NA
"5872",92,NA
"5873",91,97
"5874",99,NA
"5875",95,NA
"5876",97,NA
"5877",93,NA
"5878",91,99
"5879",21,27
"5880",96,NA
"5881",102,NA
"5882",96,NA
"5883",83,85
"5884",93,NA
"5885",91,95
"5886",92,NA
"5887",99,NA
"5888",99,NA
"5889",95,NA
"5890",95,NA
"5891",97,NA
"5892",99,NA
"5893",99,NA
"5894",99,NA
"5895",96,NA
"5896",99,NA
"5897",99,NA
"5898",96,NA
"5899",96,NA
"5900",97,NA
"5901",96,NA
"5902",95,NA
"5903",92,NA
"5904",19,26
"5905",96,NA
"5906",103,NA
"5907",102,NA
"5908",96,NA
"5909",95,NA
"5910",96,NA
"5911",96,NA
"5912",103,NA
"5913",103,NA
"5914",96,NA
"5915",95,NA
"5916",92,NA
"5917",102,NA
"5918",99,NA
"5919",78,91
"5920",14,18
"5921",98,NA
"5922",102,NA
"5923",103,NA
"5924",96,NA
"5925",96,NA
"5926",98,NA
"5927",98,NA
"5928",22,29
"5929",92,NA
"5930",49,62
"5931",103,NA
"5932",27,36
"5933",103,NA
"5934",13,18
"5935",92,NA
"5936",99,NA
"5937",84,NA
"5938",103,NA
"5939",99,NA
"5940",92,NA
"5941",92,NA
"5942",96,NA
"5943",95,NA
"5944",102,NA
"5945",98,NA
"5946",99,NA
"5947",98,NA
"5948",NA,8
"5949",97,NA
"5950",13,26
"5951",102,NA
"5952",97,NA
"5953",98,NA
"5954",97,NA
"5955",98,NA
"5956",97,NA
"5957",97,NA
"5958",99,NA
"5959",92,NA
"5960",97,NA
"5961",95,NA
"5962",95,NA
"5963",95,NA
"5964",92,NA
"5965",4,13
"5966",97,NA
"5967",103,NA
"5968",7,19
"5969",97,NA
"5970",14,21
"5971",78,88
"5972",96,NA
"5973",92,NA
"5974",7,14
"5975",99,NA
"5976",88,NA
"5977",92,NA
"5978",99,NA
"5979",11,18
"5980",96,NA
"5981",99,NA
"5982",99,NA
"5983",97,NA
"5984",92,NA
"5985",96,NA
"5986",98,NA
"5987",97,NA
"5988",99,NA
"5989",96,NA
"5990",95,NA
"5991",95,NA
"5992",96,NA
"5993",3,18
"5994",96,NA
"5995",12,22
"5996",96,NA
"5997",95,NA
"5998",81,85
"5999",98,NA
"6000",92,NA
"6001",95,NA
"6002",97,NA
"6003",96,NA
"6004",70,76
"6005",95,NA
"6006",102,NA
"6007",92,NA
"6008",102,NA
"6009",14,18
"6010",96,NA
"6011",95,NA
"6012",98,NA
"6013",92,NA
"6014",98,NA
"6015",97,NA
"6016",99,NA
"6017",97,NA
"6018",96,NA
"6019",92,NA
"6020",92,NA
"6021",98,NA
"6022",99,NA
"6023",91,NA
"6024",27,35
"6025",97,NA
"6026",100,NA
"6027",97,NA
"6028",102,NA
"6029",100,NA
"6030",97,NA
"6031",95,NA
"6032",93,NA
"6033",97,NA
"6034",98,NA
"6035",97,NA
"6036",96,NA
"6037",98,NA
"6038",97,NA
"6039",99,NA
"6040",95,NA
"6041",96,NA
"6042",99,NA
"6043",98,NA
"6044",98,NA
"6045",97,NA
"6046",103,NA
"6047",97,NA
"6048",97,NA
"6049",92,NA
"6050",98,NA
"6051",102,NA
"6052",99,NA
"6053",2,18
"6054",98,NA
"6055",96,NA
"6056",103,NA
"6057",95,NA
"6058",102,NA
"6059",102,NA
"6060",102,NA
"6061",92,NA
"6062",19,26
"6063",96,NA
"6064",2,15
"6065",96,NA
"6066",102,NA
"6067",92,NA
"6068",98,NA
"6069",100,NA
"6070",98,NA
"6071",97,NA
"6072",96,NA
"6073",97,NA
"6074",14,20
"6075",27,34
"6076",95,NA
"6077",92,NA
"6078",98,NA
"6079",104,NA
"6080",99,NA
"6081",98,NA
"6082",97,NA
"6083",99,NA
"6084",92,NA
"6085",95,NA
"6086",98,NA
"6087",95,NA
"6088",95,NA
"6089",96,NA
"6090",98,NA
"6091",97,NA
"6092",92,NA
"6093",92,NA
"6094",102,NA
"6095",74,91
"6096",93,NA
"6097",99,NA
"6098",95,NA
"6099",93,NA
"6100",12,20
"6101",92,NA
"6102",96,NA
"6103",99,NA
"6104",95,NA
"6105",95,NA
"6106",98,NA
"6107",89,NA
"6108",95,NA
"6109",NA,13
"6110",97,NA
"6111",4,14
"6112",98,NA
"6113",98,NA
"6114",96,NA
"6115",98,NA
"6116",97,NA
"6117",81,88
"6118",96,NA
"6119",98,NA
"6120",103,NA
"6121",103,NA
"6122",98,NA
"6123",97,NA
"6124",96,NA
"6125",98,NA
"6126",97,NA
"6127",99,NA
"6128",98,NA
"6129",95,NA
"6130",92,NA
"6131",92,NA
"6132",97,NA
"6133",95,NA
"6134",103,NA
"6135",92,NA
"6136",96,NA
"6137",93,NA
"6138",98,NA
"6139",96,NA
"6140",96,NA
"6141",99,NA
"6142",95,NA
"6143",96,NA
"6144",97,NA
"6145",97,NA
"6146",99,NA
"6147",11,21
"6148",98,NA
"6149",92,NA
"6150",92,NA
"6151",103,NA
"6152",98,NA
"6153",98,NA
"6154",95,NA
"6155",102,NA
"6156",92,NA
"6157",97,NA
"6158",96,NA
"6159",99,NA
"6160",95,NA
"6161",86,NA
"6162",95,NA
"6163",95,NA
"6164",84,NA
"6165",95,NA
"6166",97,NA
"6167",95,NA
"6168",99,NA
"6169",97,NA
"6170",98,NA
"6171",99,NA
"6172",96,NA
"6173",99,NA
"6174",98,NA
"6175",98,NA
"6176",93,NA
"6177",97,NA
"6178",10,12
"6179",98,NA
"6180",96,NA
"6181",96,NA
"6182",96,NA
"6183",5,12
"6184",20,26
"6185",95,NA
"6186",99,NA
"6187",97,NA
"6188",14,18
"6189",40,41
"6190",95,NA
"6191",92,NA
"6192",95,NA
"6193",20,29
"6194",47,54
"6195",98,NA
"6196",103,NA
"6197",98,NA
"6198",99,NA
"6199",96,NA
"6200",92,NA
"6201",26,39
"6202",99,NA
"6203",98,NA
"6204",96,NA
"6205",100,NA
"6206",95,NA
"6207",96,NA
"6208",93,NA
"6209",96,NA
"6210",103,NA
"6211",3,12
"6212",103,NA
"6213",93,NA
"6214",95,NA
"6215",13,18
"6216",49,60
"6217",99,NA
"6218",103,NA
"6219",100,NA
"6220",97,NA
"6221",103,NA
"6222",102,NA
"6223",95,NA
"6224",97,NA
"6225",97,NA
"6226",92,NA
"6227",76,89
"6228",96,NA
"6229",95,NA
"6230",96,NA
"6231",97,NA
"6232",96,NA
"6233",97,NA
"6234",92,NA
"6235",95,NA
"6236",96,NA
"6237",92,NA
"6238",95,NA
"6239",98,NA
"6240",98,NA
"6241",98,NA
"6242",92,NA
"6243",99,NA
"6244",98,NA
"6245",99,NA
"6246",27,33
"6247",99,NA
"6248",95,NA
"6249",96,NA
"6250",99,NA
"6251",99,NA
"6252",96,NA
"6253",95,NA
"6254",98,NA
"6255",11,18
"6256",93,NA
"6257",81,88
"6258",95,NA
"6259",98,NA
"6260",77,NA
"6261",5,11
"6262",97,NA
"6263",96,NA
"6264",92,NA
"6265",102,NA
"6266",96,NA
"6267",102,NA
"6268",97,NA
"6269",99,NA
"6270",98,NA
"6271",96,NA
"6272",95,NA
"6273",92,NA
"6274",102,NA
"6275",13,18
"6276",95,NA
"6277",84,97
"6278",98,NA
"6279",92,NA
"6280",96,NA
"6281",99,NA
"6282",97,NA
"6283",95,NA
"6284",93,NA
"6285",95,NA
"6286",89,NA
"6287",96,NA
"6288",11,19
"6289",18,26
"6290",95,NA
"6291",95,NA
"6292",97,NA
"6293",97,NA
"6294",93,NA
"6295",95,NA
"6296",96,NA
"6297",96,NA
"6298",92,NA
"6299",92,NA
"6300",95,NA
"6301",103,NA
"6302",76,91
"6303",4,12
"6304",96,NA
"6305",102,NA
"6306",NA,18
"6307",98,NA
"6308",88,98
"6309",34,42
"6310",103,NA
"6311",97,NA
"6312",95,NA
"6313",92,NA
"6314",13,20
"6315",95,NA
"6316",53,64
"6317",92,NA
"6318",95,NA
"6319",102,NA
"6320",97,NA
"6321",96,NA
"6322",8,11
"6323",93,NA
"6324",98,NA
"6325",97,NA
"6326",95,NA
"6327",92,NA
"6328",98,NA
"6329",96,NA
"6330",98,NA
"6331",95,NA
"6332",103,NA
"6333",95,NA
"6334",92,NA
"6335",97,NA
"6336",22,27
"6337",103,NA
"6338",98,NA
"6339",99,NA
"6340",76,89
"6341",103,NA
"6342",102,NA
"6343",96,NA
"6344",97,NA
"6345",99,NA
"6346",95,NA
"6347",97,NA
"6348",84,99
"6349",12,18
"6350",95,NA
"6351",96,NA
"6352",82,88
"6353",48,56
"6354",98,NA
"6355",26,40
"6356",95,NA
"6357",103,NA
"6358",102,NA
"6359",98,NA
"6360",99,NA
"6361",102,NA
"6362",96,NA
"6363",102,NA
"6364",97,NA
"6365",102,NA
"6366",7,14
"6367",68,77
"6368",98,NA
"6369",92,NA
"6370",95,NA
"6371",95,NA
"6372",97,NA
"6373",97,NA
"6374",14,19
"6375",96,NA
"6376",102,NA
"6377",93,NA
"6378",99,NA
"6379",92,NA
"6380",95,NA
"6381",97,NA
"6382",97,NA
"6383",97,NA
"6384",103,NA
"6385",76,88
"6386",12,19
"6387",92,NA
"6388",96,NA
"6389",97,NA
"6390",92,NA
"6391",63,71
"6392",32,39
"6393",99,NA
"6394",62,71
"6395",97,NA
"6396",2,14
"6397",102,NA
"6398",92,NA
"6399",96,NA
"6400",96,NA
"6401",102,NA
"6402",92,NA
"6403",96,NA
"6404",97,NA
"6405",96,NA
"6406",97,NA
"6407",95,NA
"6408",93,NA
"6409",102,NA
"6410",102,NA
"6411",102,NA
"6412",97,NA
"6413",91,97
"6414",102,NA
"6415",98,NA
"6416",98,NA
"6417",99,NA
"6418",96,NA
"6419",103,NA
"6420",18,29
"6421",93,NA
"6422",97,NA
"6423",21,32
"6424",100,NA
"6425",92,NA
"6426",63,69
"6427",103,NA
"6428",99,NA
"6429",93,NA
"6430",102,NA
"6431",97,NA
